0	1	r808u14n01.grace.ycrc.yale.edu	2025-02-13 18:00:49	2025-02-13 18:01:04	14.74	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --predict --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/pos_predict/1-0.1-1e-06-128-small --encoder_base /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.001-0.5-1-64-0.05-4-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.001 --lr_gamma 0.5 --lr_step_size 15 --n_head 4 --layers 1 --dropout 0.05 --d_latent 64 --n_dec_blocks 1 --dec_dropout 0.1 --weight_decay 1e-06 --d_dec_ff 128 --batch_size 16 --l_vocab 20
2	1	r808u14n01.grace.ycrc.yale.edu	2025-02-13 19:04:56	2025-02-13 19:05:03	7.35	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --predict --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/pos_predict/1-0.1-1e-06-128-large --encoder_base /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.001-0.5-2-128-0.05-8-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.001 --lr_gamma 0.5 --lr_step_size 15 --n_head 8 --layers 2 --dropout 0.05 --d_latent 128 --n_dec_blocks 1 --dec_dropout 0.1 --weight_decay 1e-06 --d_dec_ff 128 --batch_size 16 --l_vocab 20
4	1	r4513u32n01.grace.ycrc.yale.edu	2025-02-13 20:29:52	2025-02-13 20:30:07	14.96	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --predict --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/pos_predict/1-0.1-1e-06-256-small --encoder_base /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.001-0.5-1-64-0.05-4-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.001 --lr_gamma 0.5 --lr_step_size 15 --n_head 4 --layers 1 --dropout 0.05 --d_latent 64 --n_dec_blocks 1 --dec_dropout 0.1 --weight_decay 1e-06 --d_dec_ff 256 --batch_size 16 --l_vocab 20
6	1	r4513u23n01.grace.ycrc.yale.edu	2025-02-13 21:30:04	2025-02-13 21:30:19	15.66	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --predict --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/pos_predict/1-0.1-1e-06-256-large --encoder_base /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.001-0.5-2-128-0.05-8-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.001 --lr_gamma 0.5 --lr_step_size 15 --n_head 8 --layers 2 --dropout 0.05 --d_latent 128 --n_dec_blocks 1 --dec_dropout 0.1 --weight_decay 1e-06 --d_dec_ff 256 --batch_size 16 --l_vocab 20
8	1	r903u34n01.grace.ycrc.yale.edu	2025-02-13 22:36:40	2025-02-13 22:36:52	12.01	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --predict --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/pos_predict/1-0.1-1e-06-512-small --encoder_base /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.001-0.5-1-64-0.05-4-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.001 --lr_gamma 0.5 --lr_step_size 15 --n_head 4 --layers 1 --dropout 0.05 --d_latent 64 --n_dec_blocks 1 --dec_dropout 0.1 --weight_decay 1e-06 --d_dec_ff 512 --batch_size 16 --l_vocab 20
10	1	r808u08n01.grace.ycrc.yale.edu	2025-02-13 22:44:39	2025-02-13 22:44:51	12.43	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --predict --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/pos_predict/1-0.1-1e-06-512-large --encoder_base /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.001-0.5-2-128-0.05-8-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.001 --lr_gamma 0.5 --lr_step_size 15 --n_head 8 --layers 2 --dropout 0.05 --d_latent 128 --n_dec_blocks 1 --dec_dropout 0.1 --weight_decay 1e-06 --d_dec_ff 512 --batch_size 16 --l_vocab 20
12	1	r808u17n01.grace.ycrc.yale.edu	2025-02-13 23:56:30	2025-02-13 23:56:44	14.28	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --predict --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/pos_predict/1-0.1-0.0001-128-small --encoder_base /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.001-0.5-1-64-0.05-4-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.001 --lr_gamma 0.5 --lr_step_size 15 --n_head 4 --layers 1 --dropout 0.05 --d_latent 64 --n_dec_blocks 1 --dec_dropout 0.1 --weight_decay 0.0001 --d_dec_ff 128 --batch_size 16 --l_vocab 20
14	1	r808u17n01.grace.ycrc.yale.edu	2025-02-13 23:59:06	2025-02-13 23:59:13	6.57	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --predict --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/pos_predict/1-0.1-0.0001-128-large --encoder_base /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.001-0.5-2-128-0.05-8-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.001 --lr_gamma 0.5 --lr_step_size 15 --n_head 8 --layers 2 --dropout 0.05 --d_latent 128 --n_dec_blocks 1 --dec_dropout 0.1 --weight_decay 0.0001 --d_dec_ff 128 --batch_size 16 --l_vocab 20
16	1	r808u11n01.grace.ycrc.yale.edu	2025-02-14 01:31:29	2025-02-14 01:31:43	13.40	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --predict --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/pos_predict/1-0.1-0.0001-256-small --encoder_base /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.001-0.5-1-64-0.05-4-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.001 --lr_gamma 0.5 --lr_step_size 15 --n_head 4 --layers 1 --dropout 0.05 --d_latent 64 --n_dec_blocks 1 --dec_dropout 0.1 --weight_decay 0.0001 --d_dec_ff 256 --batch_size 16 --l_vocab 20
1	0	r808u14n01.grace.ycrc.yale.edu	2025-02-13 18:03:38	2025-02-14 06:52:42	46144.50	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --predict --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/pos_predict/1-0.1-1e-06-128-small --encoder_base /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.001-0.5-1-64-0.05-4-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.001 --lr_gamma 0.5 --lr_step_size 15 --n_head 4 --layers 1 --dropout 0.05 --d_latent 64 --n_dec_blocks 1 --dec_dropout 0.1 --weight_decay 1e-06 --d_dec_ff 128 --batch_size 16 --l_vocab 20 --language_only
