0	0	r4513u32n01.grace.ycrc.yale.edu	2025-01-19 16:00:24	2025-01-20 06:58:38	53894.45	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-1-64-0.05-4-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 4 --layers 1 --dropout 0.05 --d_latent 64 --batch_size 16
2	0	r4513u23n01.grace.ycrc.yale.edu	2025-01-19 16:51:29	2025-01-20 06:58:39	50829.45	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-1-64-0.05-8-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 8 --layers 1 --dropout 0.05 --d_latent 64 --batch_size 16
1	0	r4513u20n01.grace.ycrc.yale.edu	2025-01-19 16:44:50	2025-01-20 06:58:39	51228.99	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-1-64-0.05-4-128 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 4 --layers 1 --dropout 0.05 --d_latent 64 --batch_size 128
3	0	r808u17n01.grace.ycrc.yale.edu	2025-01-19 16:50:49	2025-01-20 06:58:39	50870.79	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-1-64-0.05-8-128 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 8 --layers 1 --dropout 0.05 --d_latent 64 --batch_size 128
4	0	r808u08n01.grace.ycrc.yale.edu	2025-01-19 23:48:41	2025-01-20 11:22:52	41651.61	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-1-128-0.05-4-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 4 --layers 1 --dropout 0.05 --d_latent 128 --batch_size 16
5	0	r808u08n01.grace.ycrc.yale.edu	2025-01-19 23:48:41	2025-01-20 11:22:53	41652.01	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-1-128-0.05-4-128 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 4 --layers 1 --dropout 0.05 --d_latent 128 --batch_size 128
6	0	r808u17n01.grace.ycrc.yale.edu	2025-01-20 06:58:49	2025-01-20 21:00:30	50500.03	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-1-128-0.05-8-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 8 --layers 1 --dropout 0.05 --d_latent 128 --batch_size 16
7	0	r4513u20n01.grace.ycrc.yale.edu	2025-01-20 06:58:49	2025-01-20 21:00:30	50500.51	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-1-128-0.05-8-128 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 8 --layers 1 --dropout 0.05 --d_latent 128 --batch_size 128
9	0	r4513u32n01.grace.ycrc.yale.edu	2025-01-20 06:58:49	2025-01-20 21:21:52	51782.44	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-2-64-0.05-4-128 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 4 --layers 2 --dropout 0.05 --d_latent 64 --batch_size 128
8	0	r4513u23n01.grace.ycrc.yale.edu	2025-01-20 06:58:49	2025-01-20 21:26:53	52083.43	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-2-64-0.05-4-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 4 --layers 2 --dropout 0.05 --d_latent 64 --batch_size 16
10	0	r808u08n01.grace.ycrc.yale.edu	2025-01-20 11:23:47	2025-01-21 00:19:22	46535.23	module load CUDA; module load cuDNN; source activate tcae; python rt_main.py --num_epochs 100 --exp_dir /home/wsm32/project/wsm_thesis_scratch/narratives/rt_large/0.05-0.9-2-64-0.05-8-16 --data_parallel --report_period 10 --early_stop 100 --lr 0.05 --lr_gamma 0.9 --lr_step_size 15 --n_head 8 --layers 2 --dropout 0.05 --d_latent 64 --batch_size 16
